,p0,p0,p6,p6,v0,v0,v6,v6,dp0,dp0,dv0,dv0,t0,t0,t1,t1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
step_in_seq,,,,,,,,,,,,,,,,
0,1.4674346688793347,0.5694632863661294,1.5820827913693734,0.5540070279492263,0.7608393061912277,0.8362125264216914,0.19244709667467566,0.9082950893344295,-0.00402793819360999,1.0867119015571556,-0.23431868752685225,0.9563033583329903,-0.14267626235703343,1.585135408722636,-0.05831563765504128,1.7817386877733348
1,1.4643298278162329,0.5598990492648761,1.5736976431112846,0.5290229325626061,0.7621667083003756,0.890774481361165,0.1896723155240608,0.9459084231335723,-0.043949136108016734,1.231256714535868,-0.3480212281639685,1.0726197731526346,-0.17580134135612957,1.4396840369093828,-0.07084890384196996,1.7228756256811786
2,1.4526773735658438,0.5314285458596409,1.566695382946622,0.505246369702759,0.7545288577278658,0.8817185162191599,0.19694993916514122,0.9366508869215944,0.007481466018084108,1.2132116896012721,-0.29658521413006833,1.0779370578609058,-0.16996265576150713,1.2788258267519261,-0.06754377364231427,1.695828402747035
3,1.4460423294969842,0.5276553725932507,1.560191890005306,0.5000970454035215,0.7469017388180295,0.8868775399054102,0.19037898096540343,0.9398643004823598,0.016683575346265668,1.200706408213345,-0.255883346944903,1.0811888282333082,-0.170492870672419,1.208595262294127,-0.06783870967621121,1.633773793833692
4,1.4535002484015915,0.526794106557715,1.5648556513155938,0.4991012127513496,0.7485761100162386,0.8857953166999626,0.17788503627896385,0.9401246840485604,-0.0004974814976611363,1.2002077357671894,-0.24412301786253163,1.0815619850452065,-0.17017821554923665,1.2046685505996917,-0.062611273431253,1.6054342112842743
5,1.4404651321821755,0.5157166573487906,1.5553313701645666,0.4909580122122444,0.76243505029592,0.8710516361963644,0.19303556999315502,0.9318218098777158,0.016968174411287573,1.197958037987942,-0.245551511668592,1.0601831687152616,-0.173571282084909,1.2513892118135208,-0.06387282166532826,1.5755078485646155
6,1.4465630497329007,0.5134590190919723,1.5608477420467388,0.4850608098528411,0.7465099820742459,0.8781089414488347,0.19463848456491675,0.9340359546119003,0.017436398674675814,1.1903878432861519,-0.26295597805288157,1.055746924666842,-0.17002048645704856,1.3303434010676083,-0.05641321201313301,1.5406423099237874
7,1.447292270641896,0.5181300466296079,1.5667069297840657,0.4933174753668073,0.7653333133431879,0.8644533201437572,0.18144682752107183,0.9280058989919667,0.02023186825138217,1.1912410699785239,-0.24344468341008324,1.060463930768965,-0.16868357402926795,1.1561500176928572,-0.047925434097303356,1.5104281357298948
8,1.4467935471327327,0.5173070788014146,1.5663244283408693,0.49400519465799964,0.7438911078617801,0.8726242065158917,0.17627196275270593,0.9387008758998423,0.016112259788263396,1.1882607417904514,-0.26126095744114686,1.05635923167075,-0.1510483156834645,1.2510273079313967,-0.04429248347348375,1.4973046496038214
9,1.4463387376572843,0.5183037370554425,1.5625162631803906,0.48767951573793406,0.756410518414562,0.8692146503123587,0.19613219786611255,0.935292571401709,0.008512387865155853,1.19839163999041,-0.2499573884369368,1.0511821570078221,-0.1633633559059112,1.200892163804305,-0.04671523880288024,1.4664836084521309
10,1.447467814070285,0.5130581001230264,1.5627491569960947,0.48859279363003144,0.7530231123664806,0.8689086860480016,0.1799792958345015,0.9323154835998974,0.006974208356841817,1.1906988588735616,-0.2531517996251463,1.0506524379229905,-0.16887692857988473,1.1246052075700788,-0.04525504622412625,1.4489268123210142
11,1.446794838936855,0.5133836759873204,1.5599992220195849,0.4811585695612334,0.7325906281431686,0.8806393212599062,0.18300655658141493,0.9221907999498208,-0.000934708759845394,1.1915450294681986,-0.26005706563617165,1.0507187930287982,-0.16659209955565757,1.1396783701307418,-0.04442218089152002,1.4299988670353714
12,1.444648597940829,0.5095861911431014,1.5630399634812717,0.48090424693833345,0.7626285939703689,0.8751655308638785,0.17587159715637848,0.9191984577860024,0.01085672877539848,1.1807320824710459,-0.25212572074283857,1.0464661001864228,-0.15515531669459234,1.0749572463486643,-0.04326724251258387,1.42068057768414
13,1.4382210441544838,0.5069923315982139,1.5574498751926067,0.48318023877580807,0.7490175950369528,0.8631053570200349,0.17859173601277703,0.9355875619084032,0.010803633763596948,1.1879244233314594,-0.2503219417851126,1.037436023472203,-0.15810786344764147,0.9783678202450754,-0.04635754338959692,1.4088655670433639
14,1.4388475737218258,0.506076582605227,1.5560826379041526,0.47998059502412543,0.7597996149503238,0.8555107715631324,0.19103403207024647,0.9284420149662287,0.004843063189022556,1.1726829468899362,-0.26910488166484325,1.0271609268345248,-0.1640529750403511,1.0680135737942054,-0.049942552618854275,1.4121748994424788
15,1.4334086700726016,0.5025807504481853,1.549420456688768,0.47293527155077336,0.7582152154795331,0.8662141093166347,0.18299305343852124,0.9346219487559417,0.012689306612076838,1.1856078518896396,-0.27008372916615175,1.034553550210864,-0.16011963955864117,1.0434979358501844,-0.05120503224868254,1.4049873398244732
16,1.4355658469227999,0.5031324111889482,1.554120453601453,0.4753422422098476,0.74833627481523,0.8630602115319789,0.17478716844181427,0.9342963929343803,0.00958387941789302,1.186469131099798,-0.26538956200868496,1.0458106389737558,-0.16379311813921324,1.046115980442441,-0.05222924168075618,1.3987828071535477
17,1.4442961393607134,0.5068663561111508,1.556125163908395,0.4749389155873388,0.7499805036655521,0.8689185786136681,0.18792126916390828,0.9366584529161394,0.009340976992281404,1.176552325725947,-0.25047241646607216,1.0416918845565237,-0.16586153943552526,1.0663991034499019,-0.054402922786949935,1.3965332911855255
18,1.4399631866802147,0.5019989287748056,1.55589214465657,0.47720688800087374,0.7556734394600161,0.8710624562052524,0.18776211124030867,0.93262584192373,0.017877264870450334,1.182016397098868,-0.26695671567106244,1.0454924983051288,-0.16391035681041044,1.0352945931935378,-0.05174490144947217,1.4030122611352633
